DriverID,FullName,SeasonID,SprintIndex,Number,Color,Team,DriverIDT,NationCode,NationNameRus,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QTDiscrAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QTNormAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,Label,RacesParticipated,Teammate,TeammateAbb
14,George Russell,2021,0,63,#003696,Williams,14-18,GBR,Великобритания,9.35,6.45,-,6.67,6.67,0.0,6.666666666666666,6.67,,5.25,5.16,3.383152173913044,5.411223996129656,5.197468417989858,4.08,3.26,7.85,2021,3.0,Nicholas Latifi,LAT
14,George Russell,2021,1,63,#003696,Williams,14-18,GBR,Великобритания,7.40,3.79,9.09,5.26,5.79,5.263157894736842,3.6842105263157894,4.55,6.167554890223849,5.26,5.31,4.874378643194397,4.283069442989387,5.2649787479244825,4.36,4.93,6.43,2021,22.0,Nicholas Latifi,LAT
14,George Russell,2021,2,63,#003696,Williams,14-18,GBR,Великобритания,7.68,4.17,9.09,5.45,5.91,4.545454545454545,4.090909090909091,4.80,6.167554890223849,5.26,5.28,4.671029579201484,4.444234379152283,5.256173052715618,4.32,4.72,6.64,2021,25.0,Nicholas Latifi,LAT
14,George Russell,2022,0,63,#0AA395,Mercedes,14-10,GBR,Великобритания,8.04,7.17,9.09,6.67,10.00,10.0,3.333333333333333,10.00,6.167554890223849,5.73,5.43,6.1623744812949415,4.567796610169491,5.366378920119933,7.53,5.33,7.44,2022,3.0,Lewis Hamilton,HAM
14,George Russell,2022,1,63,#0AA395,Mercedes,14-10,GBR,Великобритания,8.26,6.50,4.09,8.00,4.00,5.0,6.0,6.36,5.020411710829419,5.13,5.10,4.588057623726653,5.074762867418978,5.570853301860632,7.69,5.87,7.57,2022,22.0,Lewis Hamilton,HAM
14,George Russell,2022,2,63,#0AA395,Mercedes,14-10,GBR,Великобритания,8.23,6.58,4.09,7.83,4.78,5.652173913043478,5.652173913043478,6.80,5.020411710829419,5.21,5.15,4.793403300800778,5.008636833864698,5.545294004143044,7.67,5.81,7.55,2022,25.0,Lewis Hamilton,HAM
14,George Russell,2023,0,63,#0AA395,Mercedes,14-10,GBR,Великобритания,6.26,7.07,6.67,5.00,6.67,6.666666666666666,6.666666666666666,3.33,5.325590383921512,5.01,5.25,5.5480642998037055,4.911653499582413,4.899352083850495,7.67,8.04,6.69,2023,6.0,Lewis Hamilton,HAM
14,George Russell,2023,1,63,#0AA395,Mercedes,14-10,GBR,Великобритания,7.42,6.50,5.00,7.37,3.68,4.7368421052631575,5.263157894736842,7.27,4.9558440391010325,5.33,4.57,5.1481502431032045,4.895023510015655,5.473841097385539,6.58,5.53,6.92,2023,22.0,Lewis Hamilton,HAM
14,George Russell,2023,2,63,#0AA395,Mercedes,14-10,GBR,Великобритания,7.16,6.63,5.36,6.80,4.40,5.2,5.6000000000000005,6.43,5.035075398705421,5.25,4.73,5.244129616711324,4.899014707511677,5.404902415761334,6.82,6.06,6.87,2023,28.0,Lewis Hamilton,HAM
14,George Russell,2024,0,63,#0AA395,Mercedes,14-10,GBR,Великобритания,7.20,6.36,8.33,5.00,6.67,3.333333333333333,6.666666666666666,5.00,5.237107698210016,5.78,4.89,4.925230176568234,5.01755748498959,5.2846627782752185,6.87,4.54,6.62,2024,6.0,Lewis Hamilton,HAM
