SeasonID,EventIndex,EventNumber,RaceID,SprintIndex,Team,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter
2021,0,1,2021011,1,Alpha Tauri,-0.018,0.079,0.104,0.195,0.065,0.096,17.0,17.0,17.0,0.0308333333333333
2021,0,1,2021011,1,Red Bull Racing,0.923,0.998,0.94,1.018,-0.591,-0.577,2.0,2.0,2.0,1.2438510638297873
2021,0,1,2021011,1,Alpine,-0.788,-0.538,-0.775,-0.643,-0.425,-0.258,13.0,13.0,13.0,-0.7541739130434783
2021,0,1,2021011,1,Ferrari,0.16,0.27,0.167,0.277,-0.08,-0.12,8.0,8.0,6.0,0.1631489361702128
2021,0,1,2021011,1,Aston Martin,-0.846,-0.658,-0.872,-0.669,1.247,1.02,10.0,10.0,10.0,-0.3065744680851063
2021,0,1,2021011,1,McLaren,0.301,0.361,0.304,0.367,-0.371,-0.315,4.0,4.0,4.0,0.4964680851063831
2021,0,1,2021011,1,Mercedes,1.22,1.297,1.216,1.284,0.004,-0.012,3.0,3.0,1.0,1.253063829787234
2021,0,1,2021011,1,Haas F1 Team,-,-,-,-,-,-,,,-,
2021,0,1,2021011,1,Williams,-1.295,-1.202,-1.368,-1.268,-1.281,-1.222,14.0,14.0,14.0,-0.6806304347826087
2021,0,1,2021011,1,Alfa Romeo,-0.349,-0.228,-0.359,-0.231,0.078,0.034,11.0,11.0,11.0,-0.3033829787234043
2021,1,2,2021021,1,Alpha Tauri,-0.641,-0.569,-0.731,-0.654,0.391,0.525,9.0,9.0,17.0,-0.5356444444444444
2021,1,2,2021021,1,Red Bull Racing,1.161,1.446,1.195,1.492,-1.852,-1.363,2.0,2.0,2.0,2.018254901960784
2021,1,2,2021021,1,Alpine,-0.943,-0.765,-0.916,-0.735,-0.083,-0.152,13.0,13.0,13.0,-0.8738958333333332
2021,1,2,2021021,1,Ferrari,1.051,1.192,1.057,1.2,0.605,0.408,6.0,6.0,6.0,1.3407142857142855
2021,1,2,2021021,1,Aston Martin,-0.401,-0.331,-0.513,-0.444,0.643,0.634,10.0,10.0,10.0,-0.2056666666666666
2021,1,2,2021021,1,McLaren,0.558,0.609,0.567,0.619,-0.885,-0.837,4.0,4.0,4.0,0.9822244897959184
2021,1,2,2021021,1,Mercedes,1.096,1.122,1.198,1.216,3.3,3.265,1.0,1.0,1.0,1.7276326530612245
2021,1,2,2021021,1,Haas F1 Team,-2.244,-1.833,-2.116,-1.72,2.368,1.866,16.0,16.0,16.0,-1.1894166666666666
2021,1,2,2021021,1,Williams,-,-,-,-,-,-,,,-,
2021,1,2,2021021,1,Alfa Romeo,-0.66,-0.581,-0.619,-0.535,0.057,0.102,11.0,11.0,11.0,-0.60724
2021,2,3,2021031,1,Alpha Tauri,-0.234,-0.068,-0.241,-0.068,0.494,0.356,17.0,17.0,17.0,0.006438596491228
2021,2,3,2021031,1,Red Bull Racing,0.886,1.003,0.886,1.001,-0.463,-0.406,2.0,2.0,2.0,1.1222037037037036
2021,2,3,2021031,1,Alpine,0.248,0.292,0.243,0.288,0.028,0.046,19.0,19.0,19.0,0.2653508771929824
2021,2,3,2021031,1,Ferrari,0.116,0.191,0.113,0.19,0.48,0.399,6.0,6.0,6.0,0.3480175438596491
2021,2,3,2021031,1,Aston Martin,-0.228,-0.133,-0.229,-0.134,0.031,-0.006,10.0,10.0,10.0,-0.2115714285714285
2021,2,3,2021031,1,McLaren,0.212,0.273,0.211,0.274,-0.296,-0.335,4.0,4.0,4.0,0.3553859649122807
2021,2,3,2021031,1,Mercedes,1.13,1.222,1.141,1.233,0.2,0.205,1.0,1.0,1.0,1.2085964912280702
2021,2,3,2021031,1,Haas F1 Team,-1.799,-1.607,-1.814,-1.615,0.472,0.334,16.0,16.0,16.0,-1.5609636363636363
2021,2,3,2021031,1,Williams,-1.444,-1.271,-1.446,-1.272,-0.509,-0.485,14.0,14.0,14.0,-1.2172142857142858
2021,2,3,2021031,1,Alfa Romeo,-,-,-,-,-,-,,,-,
2021,3,4,2021041,1,Alpha Tauri,-0.206,-0.047,-0.443,-0.443,0.24,0.24,equal,equal,17.0,-0.1802727272727273
2021,3,4,2021041,1,Red Bull Racing,1.084,1.175,1.074,1.142,-0.927,-0.903,2.0,2.0,2.0,1.5299285714285715
2021,3,4,2021041,1,Alpine,-0.75,-0.634,-0.73,-0.617,-0.167,-0.131,13.0,13.0,13.0,-0.7350175438596491
2021,3,4,2021041,1,Ferrari,0.59,0.676,0.575,0.66,0.414,0.277,6.0,6.0,6.0,0.7584642857142858
2021,3,4,2021041,1,Aston Martin,-0.5,-0.321,-0.527,-0.342,0.052,0.194,10.0,10.0,10.0,-0.4892909090909089
2021,3,4,2021041,1,McLaren,0.189,0.282,0.226,0.308,0.659,0.583,7.0,7.0,7.0,0.4785357142857143
2021,3,4,2021041,1,Mercedes,1.5,1.591,1.526,1.611,0.516,0.465,1.0,1.0,1.0,1.7401071428571429
2021,3,4,2021041,1,Haas F1 Team,-1.568,-1.253,-1.583,-1.265,0.917,0.845,16.0,16.0,16.0,-1.162351851851852
2021,3,4,2021041,1,Williams,-1.019,-0.914,-1.018,-0.909,0.257,0.229,14.0,14.0,18.0,-0.8782181818181817
2021,3,4,2021041,1,Alfa Romeo,-0.767,-0.613,-0.741,-0.594,-0.053,-0.034,11.0,11.0,11.0,-0.7507368421052631
2021,4,5,2021051,1,Red Bull Racing,1.013,1.056,1.01,1.054,0.163,0.118,2.0,2.0,2.0,1.0913513513513515
2021,4,5,2021051,1,Ferrari,-,-,-,-,-,-,,,-,
2021,4,5,2021051,1,McLaren,0.271,0.374,0.252,0.353,1.185,1.097,4.0,4.0,4.0,0.8447297297297298
