SeasonID,SprintIndex,FullName,WinnerQualificationSum,WinnerRaceSum,FastestLapSum,RacesTotal,WinnerRaceUnique,WinnerQualificationUnique,FastestLapUnique,CompetitionWins,CompetitionPoles,CompetitionFastLaps,CompetitionRating
2024,2,Alexander Albon,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Carlos Sainz,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Charles Leclerc,0,0.0,4.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Daniel Ricciardo,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Esteban Ocon,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Fernando Alonso,0,0.0,2.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Franco Colapinto,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,George Russell,0,0.0,2.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Guanyu Zhou,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Jack Doohan,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Kevin Magnussen,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Lance Stroll,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Lando Norris,0,0.0,6.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Lewis Hamilton,0,0.0,2.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Liam Lawson,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Logan Sargeant,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Max Verstappen,0,0.0,7.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Nico Hulkenberg,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Oliver Bearman,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Oscar Piastri,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Pierre Gasly,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Sergio Perez,0,0.0,1.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Valtteri Bottas,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
2024,2,Yuki Tsunoda,0,0.0,0.0,30,0.0,0.0,13,0.0,0.0,0.43333333333333335,0.00
