SprintIndex,SeasonID,RaceID,EventIndex,Team,DriverID,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SafetyCarLeave,SafetyCarEnter,VirtualSafetyCarLeave,VirtualSafetyCarEnter,Overtakes,Position
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,1.0,0,0,0.462,0,0,0,0,,10
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,2,1.0,0,0,0.462,0,0,0,0,0.0,10
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,3.0,3,99.777,99.777,0,0,-,-,0.06,0.914,-0.397,4.0,0.060,0.914,-0.397,4.0,-0.854,S,#CD3C3C,3,1.0,0,0,0.462,0,0,0,0,0.0,10
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,4.0,4,102.267,100.22,1,0,99.999,2.490,-2.446,-1.549,-1.671,28.0,-0.399,0.498,-0.648,4.0,-0.897,S,#CD3C3C,4,1.0,0,0,0.462,0,0,0,0,-2.0,12
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,5.0,5,100.664,100.664,0,0,100.442,1.603,-0.678,0.198,-0.777,4.0,-0.678,0.198,-0.777,4.0,-0.876,S,#CD3C3C,5,1.0,0,0,0.462,0,0,0,0,0.0,12
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,6.0,6,100.814,100.695,1,0,100.679,0.150,-0.628,0.297,-0.776,4.0,-0.509,0.416,-0.717,4.0,-0.925,S,#CD3C3C,6,1.0,0,1,0.462,0,0,0,0,0.0,12
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,7.0,7,100.726,100.726,0,0,100.71,0.088,-0.452,0.441,-0.672,4.0,-0.452,0.441,-0.672,4.0,-0.893,S,#CD3C3C,7,1.0,0,0,0.462,0,0,0,0,0.0,12
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,8.0,8,100.857,100.754,1,0,100.74,0.131,-0.482,0.438,-0.701,4.0,-0.380,0.540,-0.650,4.0,-0.92,S,#CD3C3C,8,1.0,0,0,0.462,0,0,0,0,0.0,12
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,9.0,9,100.783,100.783,0,0,100.769,0.074,-0.306,0.751,-0.681,4.0,-0.306,0.751,-0.681,4.0,-1.057,S,#CD3C3C,9,1.0,0,0,0.462,0,0,0,0,0.0,12
1,2023,2023011,0,McLaren,4,NOR,Lando Norris,4,#F58020,10.0,10,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-0.961,S,#CD3C3C,10,1.0,1,0,0.462,0,0,0,0,0.0,13
